ticker,name,seller,account,manager,asset,strategy,region
KR5101AT3514,한국투자골드플랜글로벌이머징연금증권전환형자투자신탁 1(주식)(C-e),하나은행,연금저축,한국투자,주식,주식,글로벌
KR5101AT3522,한국투자골드플랜네비게이터연금증권전환형투자신탁 1(주식)(C-e),하나은행,연금저축,한국투자,주식,주식,국내
KR5101AT3548,한국투자골드플랜브릭스연금증권전환형자투자신탁 1(주식)(C-e),하나은행,연금저축,한국투자,주식,주식,브릭스
KR5101AT3563,한국투자골드플랜연금증권전환형투자신탁 1(국공채)(C-e),하나은행,연금저축,한국투자,채권,국공채,국내
KR5101AT3571,한국투자골드플랜연금증권전환형투자신탁 1(주식)(C-e),하나은행,연금저축,한국투자,주식,주식,국내
KR5101AT3589,한국투자골드플랜연금증권전환형투자신탁 1(주식혼합)(C-e),하나은행,연금저축,한국투자,주식혼합,주식,국내
KR5101AU0509,한국투자삼성TOP3증권자투자신탁 1(채권혼합)(C-Pe),하나은행,연금저축,한국투자,채권혼합,채권,국내
KR5102314204,하나인Best연금증권자투자신탁 1[채권],하나은행,연금저축,하나,채권,채권,국내
KR5102314212,하나인Best연금증권투자신탁 1[주식],하나은행,연금저축,하나,주식,주식,국내
KR5102314352,하나인Best연금증권투자신탁 1[국공채],하나은행,연금저축,하나,채권,국공채,국내
KR5102A54345,하나인Best연금China증권자투자신탁[주식],하나은행,연금저축,하나,주식,주식,중국
KR5105AH6400,삼성클래식차이나본토연금증권자투자신탁H[주식]_Ce,하나은행,연금저축,삼성,주식,주식,중국
KR5213AI2357,한화연금저축글로벌헬스케어증권자투자신탁(주식)C-e,하나은행,연금저축,한화,주식,기술,글로벌
KR5230AR3486,슈로더유로연금증권자투자신탁(주식-재간접형)종류C-e,하나은행,연금저축,슈로더,주식,주식,유럽
KR5235A52487,피델리티연금아시아증권전환형자투자신탁(주식)종류C-e,하나은행,연금저축,피델리티,주식,주식,아시아
KR5235A52511,피델리티연금미국증권전환형자투자신탁(주식-재간접형)종류C-e,하나은행,연금저축,피델리티,주식,주식,미국
KR5235A52578,피델리티연금아시아하이일드증권전환형자투자신탁(채권-재간접형)종류C-e,하나은행,연금저축,피델리티,채권,채권,아시아
KR5235AK9691,피델리티유럽증권자투자신탁(주식-재간접형)PRS-e,하나은행,연금저축,피델리티,주식,주식,유럽
KR5235AK9774,피델리티차이나컨슈머증권자투자신탁(주식-재간접형)종류PRS-e,하나은행,연금저축,피델리티,주식,주식,중국
KR5235AK9808,피델리티글로벌배당인컴증권자투자신탁(주식-재간접형)종류PRS-e,하나은행,연금저축,피델리티,주식,배당,글로벌
KR5301AK5995,미래에셋배당커버드콜액티브연금저축증권전환형자투자신탁 1(주식혼합)종류C-e,하나은행,연금저축,미래에셋,주식혼합,배당,국내
KR5301AK6274,미래에셋고배당포커스연금저축증권전환형자투자신탁 1(주식)종류C-e,하나은행,연금저축,미래에셋,주식,배당,국내
KR5301AL4401,미래에셋코어밸류연금저축증권전환형자투자신탁 1(주식)종류C-e,하나은행,연금저축,미래에셋,주식,주식,국내
KR5301AT1938,미래에셋글로벌그레이트컨슈머연금증권전환형자투자신탁 1(주식)종류C-e,하나은행,연금저축,미래에셋,주식,주식,글로벌
KR5301AT1987,미래에셋글로벌다이나믹연금증권전환형자투자신탁 1(채권)종류C-e,하나은행,연금저축,미래에셋,채권,채권,글로벌
KR5364AH9467,에셋플러스글로벌리치투게더연금증권자투자신탁 1[주식] 종류Ce,하나은행,연금저축,에셋플러스,주식,주식,글로벌
K55306CV9946,다올글로벌멀티에셋인컴EMP증권자투자신탁[혼합-재간접형](공)종류Ce,하나은행,일반,다올,혼합,EMP,글로벌
KR5101888398,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),하나은행,일반,한국투자,채권,ESG,국내
KR5236AS4826,한국밸류10년투자증권투자신탁 1(채권혼합)종류C-E,하나은행,일반,한국밸류,채권혼합,채권,국내
KR5370AP9956,AB글로벌고수익증권투자신탁(채권-재간접형)종류형Ce,하나은행,일반,AB,채권,채권,글로벌
KR5303AL4276,마이다스거북이90증권자투자신탁 1(주식)Ce,기업은행,일반,마이다스,주식,주식,국내
K55101E95072,한국투자미국장기국채증권자투자신탁H(채권-재간접형)(C-e),기업은행,일반,한국투자,채권,국공채,미국
KR5225A89035,미래에셋배당커버드콜액티브증권자투자신탁(주식혼합)종류C-e,기업은행,일반,미래에셋,주식혼합,배당,국내
K55301BA7040,미래에셋글로벌솔루션증권자투자신탁(주식-재간접형)종류C-e,기업은행,일반,미래에셋,주식,주식,글로벌
KR5236AN0936,한국밸류10년투자배당증권자투자신탁(주식)종류C-E,기업은행,일반,한국밸류,주식,배당,국내
KR5209950314,신영밸류고배당증권자투자신탁(주식)e형,기업은행,일반,신영,주식,배당,국내
KR5234769887,IBK골드마이닝증권자투자신탁 1[주식]종류Ce,기업은행,일반,IBK,주식,원자재,글로벌
K55240D58714,BNK삼성전자중소형증권투자신탁 1(주식)ClassC-e,기업은행,일반,BNK,주식,주식,국내
K55306BO8724,다올글로벌빅테크1등주증권투자신탁[주식]종류Ce,기업은행,일반,다올,주식,기술,글로벌
KR5101753360,한국투자네비게이터증권투자신탁 1(주식)(C-e),기업은행,일반,한국투자,주식,주식,국내
KR5365AJ4440,KCGI코리아증권투자신탁 1[주식]종류Ce,기업은행,일반,KCGI,주식,주식,국내
K55207BU0681,교보악사Tomorrow장기우량증권투자신탁K- 1(채권)ClassC-Pe,기업은행,퇴직연금,교보악사,채권,장기,국내
K55210BT8575,신한상대가치장기증권자투자신탁[채권](종류C-re),기업은행,퇴직연금,신한,채권,장기,국내
K55234BW7319,IBK그랑프리장기채증권자투자신탁[채권]종류C-Re,기업은행,퇴직연금,IBK,채권,장기,국내
K55105CH3411,삼성달러표시단기채권증권자투자신탁UH[채권]Cpe(퇴직연금),기업은행,퇴직연금,삼성,채권,단기,글로벌
K55301CC8789,미래에셋미국달러채권증권자투자신탁 1(UH)(채권)종류C-P2e,기업은행,퇴직연금,미래에셋,채권,채권,미국
K55301BU3011,미래에셋퇴직플랜증권자투자신탁 1(채권)종류C-P2e,기업은행,퇴직연금,미래에셋,채권,채권,국내
K55214BU9535,유진챔피언단기채증권자투자신탁(채권) Class C-Pe2,기업은행,퇴직연금,유진,채권,단기,국내
K55234BZ0204,IBK단기국공채증권자투자신탁[채권]종류C-Re,기업은행,퇴직연금,IBK,채권,국공채,국내
K55101BT5797,한국투자퇴직연금증권자투자신탁 1(국공채)(C-e),기업은행,퇴직연금,한국투자,채권,국공채,국내
K55234E28379,IBK그랑프리국공채MMF법인투자신탁 1[국공채]종류C-Pe,기업은행,퇴직연금,IBK,채권,MMF,국내
K55223BU8809,KB유로인덱스40증권자투자신탁(채권혼합-파생형)C-퇴직e,기업은행,퇴직연금,KB,채권혼합,인덱스,유럽
K55301BV2426,미래에셋연금인디아업종대표증권자투자신탁 1(주식)종류C-P2e,기업은행,퇴직연금,미래에셋,주식,주식,인도
K55301ED9677,미래에셋인디아솔로몬증권투자신탁 1(주식)종류C-P2e,기업은행,퇴직연금,미래에셋,주식,주식,인도
K55105BU7648,삼성퇴직연금인디아40증권자투자신탁 1[채권혼합]Ce,기업은행,퇴직연금,삼성,채권혼합,채권,인도
K55229BU7193,이스트스프링차이나드래곤AShare40증권자투자신탁(H)[채권혼합]클래스C-P(퇴직연금)E,기업은행,퇴직연금,이스트스프링,채권혼합,채권,중국
K55301BX0493,미래에셋차이나그로스증권자투자신탁 1(주식)종류C-P2e,기업은행,퇴직연금,미래에셋,주식,주식,중국
K55105BV3695,삼성누버거버먼차이나증권자투자신탁H[주식-재간접형]Cpe(퇴직연금),기업은행,퇴직연금,삼성,주식,주식,중국
K55223BV4542,KB중국본토A주증권자투자신탁(주식)C-퇴직e,기업은행,퇴직연금,KB,주식,주식,중국
K55105BU5964,삼성퇴직연금CHINA본토포커스40증권자투자신탁 1[채권혼합]_Ce,기업은행,퇴직연금,삼성,채권혼합,채권,중국
K55301BW1138,미래에셋퇴직플랜BRICs업종대표40증권자투자신탁 1(채권혼합)종류C-P2e,기업은행,퇴직연금,미래에셋,채권혼합,채권,브릭스
K55214CD4825,유진챔피언중단기채증권자투자신탁(채권)ClassC-Re,기업은행,퇴직연금,유진,채권,단기,국내
K55101BV9571,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),기업은행,퇴직연금,한국투자,채권,채권,국내
KR5232AT9794,NH-Amundi국채10년인덱스증권자투자신탁[채권]ClassCe,삼성증권,일반,NH-Amundi,채권,인덱스,국내
K55105CJ7634,삼성ABF코리아장기채권인덱스증권투자신탁[채권]Re,삼성증권,일반,삼성,채권,인덱스,국내
KR5207AW8081,교보악사Tomorrow장기우량증권투자신탁K -1(채권)ClassCE,삼성증권,일반,교보악사,채권,장기,국내
KR5207926548,교보악사Tomorrow장기우량증권자투자신탁 2(채권)Class Ce,삼성증권,일반,교보악사,채권,장기,국내
KR5301932657,미래에셋솔로몬장기국공채증권자투자신탁 1(채권)종류C-e,삼성증권,일반,미래에셋,채권,국공채,국내
K55105CS2345,삼성코리아중기채권증권자투자신탁 1[채권]_Ce,삼성증권,일반,삼성,채권,장기,국내
K55303CK1428,마이다스우량채권증권자투자신탁 1(채권)Ce,삼성증권,일반,마이다스,채권,채권,국내
K55224BT5393,흥국멀티크레딧증권자투자신탁[채권]C-e,삼성증권,일반,흥국,채권,채권,국내
K55105CL1898,삼성코리아단기채권증권자투자신탁 1[채권]Ce,삼성증권,일반,삼성,채권,단기,국내
K55239B01637,현대인베스트먼트하이킥중소형증권투자신탁 1(채권혼합)C-e,삼성증권,일반,현대인베스트먼트,채권혼합,채권,국내
K55368DH8312,iM에셋똑똑공모주알파증권투자신탁(채권혼합)Ce,삼성증권,일반,iM에셋,채권혼합,채권,국내
K55239CD6722,현대인베스트먼트공모주하이일드증권투자신탁 1(채권혼합)C-e,삼성증권,일반,현대인베스트먼트,채권혼합,채권,국내
K55224CB2399,흥국공모주하이일드증권투자신탁[채권혼합]C-e,삼성증권,일반,흥국,채권혼합,채권,국내
K55207CE2272,교보악사공모주하이일드플러스증권투자신탁[채권혼합]ClassCe,삼성증권,일반,교보악사,채권혼합,채권,국내
K55239C57090,현대인베스트코스닥벤처증권투자신탁 1(주식혼합)C-e,삼성증권,일반,현대인베스트먼트,주식혼합,주식,국내
KR5303AC8997,마이다스거북이50증권자투자신탁 1(주식혼합)Ce,삼성증권,일반,마이다스,주식혼합,주식,국내
K55105BM3316,삼성EMP글로벌로테이션성과보수증권자투자신탁[주식혼합-재간접형]_Ce,삼성증권,일반,삼성,주식혼합,EMP,글로벌
K55105BW3348,삼성EMP글로벌로테이션증권자투자신탁[주식혼합-재간접형]Ce,삼성증권,일반,삼성,주식혼합,EMP,글로벌
K55105BI4468,삼성글로벌리얼리턴증권자투자신탁UH[주식혼합-재간접형]_Ce,삼성증권,일반,삼성,주식혼합,주식,글로벌
KR5210756502,신한인디아증권자투자신탁(H)[주식](종류C-e),삼성증권,일반,신한,주식,주식,인도
K55363C09479,트러스톤핀셋중소형증권자투자신탁[주식]Ce클래스,삼성증권,일반,트러스톤,주식,중소형,국내
KR5101717738,한국투자중소밸류증권자투자신탁(주식)(C-e),삼성증권,일반,한국투자,주식,주식,국내
KR5105952034,삼성인디아증권자투자신탁 3[주식-파생형](Ce),삼성증권,일반,삼성,주식,주식,인도
KR5235A99637,피델리티인디아증권자투자신탁(주식-재간접형)종류C-e,삼성증권,일반,피델리티,주식,주식,인도
K55301BY0096,미래에셋친디아업종대표리치플랜증권자투자신탁 1(주식)종류C-e,삼성증권,일반,미래에셋,주식,주식,아시아
KR5105926012,삼성인디아증권자투자신탁 2[주식](Ce),삼성증권,일반,삼성,주식,주식,인도
K55302B62742,베어링독일증권자투자신탁[UH](주식-재간접형)ClassCe,삼성증권,일반,베어링,주식,주식,유럽
KR5237188531,한화유럽대표증권자투자신탁(UH)(주식-재간접형)C-E클래스,삼성증권,일반,한화,주식,주식,유럽
K55105BC3920,삼성유럽ESG증권자투자신탁UH[주식]_Ce,삼성증권,일반,삼성,주식,ESG,유럽
K55105B36545,삼성일본중소형FOCUS증권자투자신탁UH[주식]_Ce,삼성증권,일반,삼성,주식,중소형,일본
KR5217932098,우리재팬증권자투자신탁(UH)(주식)ClassC-e,삼성증권,일반,우리,주식,주식,일본
KR5105819183,삼성일본리더스증권전환형자투자신탁2[주식](Ce),삼성증권,일반,삼성,주식,주식,일본
K55105B93348,삼성아시아배당주증권자투자신탁UH[주식]_Ce,삼성증권,일반,삼성,주식,배당,아시아
K55105B21984,삼성아문디유럽중소형증권자투자신탁UH[주식-재간접형]_Ce,삼성증권,일반,삼성,주식,중소형,유럽
KR5229994524,이스트스프링유러피언리더스증권자투자신탁[주식-재간접형]클래스C-E,삼성증권,일반,이스트스프링,주식,주식,유럽
K55210DN7035,신한K리츠인프라부동산투자신탁[재간접형](종류C-e),삼성증권,일반,신한,리츠,리츠,국내
K55102BU6221,하나아시안리츠부동산투자신탁[재간접형]ClassC-E,삼성증권,일반,하나,리츠,리츠,아시아
KR5223698378,KB스타유로인덱스증권자투자신탁(주식-파생형)C-E,삼성증권,일반,KB,주식,인덱스,유럽
K55107BB0404,우리단기채권증권투자신탁(채권)ClassA-e,삼성증권,일반,우리,채권,단기,국내
KR5214AX8040,유진챔피언단기채증권자투자신탁(채권) Class C-E,삼성증권,일반,유진,채권,단기,국내
K55105BD9041,삼성코리아초단기우량채권증권자투자신탁 1[채권]Ce,삼성증권,일반,삼성,채권,단기,국내
K55213BG9450,한화단기국공채증권자투자신탁(채권)종류C-e,삼성증권,일반,한화,채권,국공채,국내
K55368DQ9830,iM에셋디딤든든EMP증권투자신탁(혼합.재간접형)Ae,삼성증권,일반,iM에셋,혼합,EMP,글로벌
K55368DQ9863,iM에셋디딤든든EMP증권투자신탁(혼합.재간접형)Ce,삼성증권,일반,iM에셋,혼합,EMP,글로벌
K55105EE6464,삼성디딤밀당다람쥐글로벌EMP증권자투자신탁[채권혼합-재간접형]_Ae,삼성증권,일반,삼성,채권혼합,EMP,글로벌
K55105EE6498,삼성디딤밀당다람쥐글로벌EMP증권자투자신탁[채권혼합-재간접형]_Ce,삼성증권,일반,삼성,채권혼합,EMP,글로벌
K55210BR6787,신한마음편한TDF2045증권투자신탁[주식혼합-재간접형](종류C-e),삼성증권,일반,신한,주식혼합,TDF,글로벌
K55210BR6746,신한마음편한TDF2045증권투자신탁[주식혼합-재간접형](종류A-e),삼성증권,일반,신한,주식혼합,TDF,글로벌
K55210CO3760,신한마음편한TDF2050증권투자신탁[주식혼합-재간접형](종류C-e),삼성증권,일반,신한,주식혼합,TDF,글로벌
K55210CO3737,신한마음편한TDF2050증권투자신탁[주식혼합-재간접형](종류A-e),삼성증권,일반,신한,주식혼합,TDF,글로벌
K55105CK1667,삼성한국형TDF2050증권투자신탁UH[주식혼합-재간접형]Ae,삼성증권,일반,삼성,주식혼합,TDF,글로벌
KR5370AP9949,AB글로벌고수익증권투자신탁(채권-재간접형)종류형Ae,삼성증권,일반,AB,채권,채권,글로벌
KR5236AS4818,한국밸류10년투자증권투자신탁 1(주식)종류C-E,삼성증권,일반,한국밸류,주식,주식,국내
